ID,Yield
ID_F9XXEXN2ADR2,591.6
ID_SO3VW2X4QO93,415.73
ID_UKUQ7JM8E894,505.12
ID_QUISMWEZR2H4,302.25
ID_25JGI455VKCZ,539.35
ID_KQEAOXF3RPV6,336.34
ID_FSNZCPW9HTD2,1949.36
ID_U2TOPOA0T40S,293.7
ID_XVQLSUKOT04J,1146.35
ID_EAZAU6IW58PK,167.04
ID_WI17R25TC2VU,335.2383333333333
ID_OPR9MJWG40U7,1687.15
ID_P9K9GAHC6FX6,695.37
ID_SCAOUCCTJ75Z,9.84
ID_MUP1OS8GZR5E,2872.5
ID_WVBSZ9VBC9HE,681.35
ID_9MGH1WIKFBNB,402.0933333333333
ID_3M2O3EPOM18C,2009.5
ID_K9MOR4N1FWIB,562.23
ID_VJPUPMSQARO5,1213.33
ID_7WIMK3DXIU3Q,1304.78
ID_6QXVH0EUS60J,1184.5
ID_CA9GH6Q53A1Q,214.44
ID_94KO4EQ6TA3S,248.23
ID_2WH3AXUWRS2A,237.5
ID_LBS8TBC6QEF1,303.25
ID_Y3YARETW8RAP,1302.25
ID_BY9JJAIKBRGP,461.87
ID_0U5AM482W1DE,395.2
ID_G0I28ORJC3OP,452.19
ID_Q34ED4EMSA3R,615.51
ID_LN3LXEG984XM,596.65
ID_0JTIPPYRJND0,765.0
ID_2MRD9I2X8UXB,199.5
ID_KH1FHLUW2T4X,260.94
ID_RFM5MWSIU1JX,330.2383333333333
ID_IAH2UTMDVU8F,243.45
ID_9SNP46T1GSJI,720.23
ID_DSQ9ISYFW4DB,431.44
ID_B8XYLC3NM6XD,6.0
ID_HOG9LK4CTN8K,496.1
ID_L3RTRS1QIY6D,325.37
ID_03QW4RBYQEBK,401.85
ID_ZJSYN3ZHXK5K,843.18
ID_UPRM76SZ7IJJ,663.91
ID_YB866N9RY5TU,525.09
ID_4H0KNHPKF9BK,171.62
ID_TOIT03A3WTTD,379.37
ID_4P7NKCB6LMJ5,10.0
ID_1TIMGZJLRLWF,578.41
ID_25E6065LQDON,682.17
ID_SOB9B3H12POE,888.55
ID_A8RF0GQGJF5H,849.3
ID_GT36LGF8SM8K,541.13
ID_E9OHGDA3U6DG,440.48
ID_HXWHLMRE99CE,1221.22
ID_3VL9DLFRG5A3,273.03
ID_OKPI3DR2ZQPJ,289.72133333333335
ID_XZO6ECCAOC94,900.2
ID_4X2UWYR6RIE2,820.75
ID_1LVAHN6PZYBS,722.75
ID_HRAJFKTPCNWQ,2031.63
ID_TK4H5NRKHOE8,345.6
ID_9U0UBT1J8152,322.61
ID_3EUKVYT37JOP,236.5
ID_1499QWPPW755,524.39
ID_ULWP3J0G860C,388.6725
ID_51FSB3P7RO7F,575.12
ID_FHMVP6OM4GDX,1716.9
ID_2OICAUFVUF5S,224.12
ID_ZGCFHIHAIC5U,423.33
ID_SR592R346POT,1270.03
ID_IW7UUDAW8LI0,380.34
ID_UNWZCF6L3JHJ,438.0
ID_Z4FXX0BNPHCO,3019.25
ID_T18YB26T1R72,420.24
ID_LXZWOINVI194,592.92
ID_QNQJS14C9JJR,1906.13
ID_NTPIQUV3J2G6,828.83
ID_PVQOEEDTISZ0,4.76
ID_PNB65ASGG3U5,309.85
ID_KWPXATBZDX9T,518.25
ID_0G0F9TOR4IMI,1521.57
ID_FVLMABW5Y6X2,903.46
ID_O2PL38IY50T5,1300.51
ID_CNG8Z00FPPMP,760.05
ID_641DSHBH8JAF,1021.0
ID_Y14QXUKOFJ4H,321.2158333333333
ID_DRP3WZV4BNIE,460.14
ID_TMXV7UW39T80,235.45
ID_0L8O49SS6MQM,507.46
ID_UGTG0XQELY2U,430.0
ID_0YZYA9AXL9Z2,306.0
ID_KNOK4V0IWVUO,165.55
ID_YX4DF17Z25RV,378.7
ID_2YAZXP3AEDVO,301.04
ID_YNACZPCVVI09,1840.63
ID_75GYXJW1DYGX,322.0839285714286
ID_YRCMJRFRTU2K,894.7
ID_1L4WBTHTDQMP,520.89
ID_RO0XF0TFLRG6,617.24
ID_NJ7G0SAVDN1Q,300.6
ID_UFPM6MLG1BJK,4.0
ID_ULY51B6WQ9FV,799.6
ID_CR6L4TL2VEEM,235.7
ID_4YRSPS7X1V7Q,387.745
ID_ILQ5YE78E0SD,248.09
ID_WDNXY8YRA10N,411.4233333333333
ID_WYK6LRWQ21ML,306.0
ID_EBA4QUGDXB5I,1181.5
ID_2WCWAKQKRA74,547.26
ID_FTSIEXKUER9Y,336.1
ID_64BCOW7PEP3E,80.8
ID_0N5TFB55JBOB,714.9
ID_9AE1OJ45UFJ3,519.5
ID_NJWAR6L7X4Q6,778.3
ID_W8U6J9PKGGGI,383.0
ID_WJUUIJMPNLHW,371.38
ID_S7F4L5OW7OKD,997.67
ID_Y0OX05BLLQPI,200.0
ID_XJ7ULGKCALNF,580.05
ID_8NU1PZBDI5C7,1225.5
ID_CPPN31R20CBA,695.3133333333333
ID_D20Z6VEJBE6K,4.0
ID_N6RSTF2IR5GL,560.0
ID_DJBLGDPMS85M,4.0
ID_34J19EEKSSHY,872.63
ID_P8MQS1ERUQ9F,237.65
ID_U07HHH2EG6K1,862.5
ID_IKAOSO0CFKYZ,180.2
ID_NHQ2WMFGNBS1,313.9
ID_FRJ3P7XDG7OV,584.43
ID_5N0W8ZFFAIQX,431.93
ID_OFSHZ2KZ1LQ4,4.0
ID_A6C1G6XUATUE,21.2
ID_N99MP1180BJ5,233.82
ID_D5F8SLVPMZKE,163.15
ID_49QTISSSNQ0M,595.67
ID_S1WHDBHNKLYO,333.69833333333327
ID_9YE4VBW3W1WJ,445.03
ID_7SWZRG2B52YI,328.05
ID_41XNQZ8M4QXH,361.17971320346317
ID_SIB0PJZQMRBO,303.6
ID_M47IW492SXOP,158.63
ID_MTUJW5V02DWQ,797.8
ID_Y108HSDX00WC,1094.7
ID_QRD8JCO8QWCF,99.85
ID_RIP1ZN0ST7I3,253.47
ID_BPS356NV28J7,1148.0
ID_0KANA1KYEQKW,115.65
ID_80MMCWDS27VC,1262.9366666666665
ID_CH1WWOXBV7L8,386.3
ID_PM7YZSDTN1OI,639.49
ID_FR4XH94DJW50,544.85
ID_D1IDORABBOBP,510.95
ID_0BE8BMWG3A68,507.38
ID_RY2QD5TLB4US,432.01
ID_S8D99RRNCOMC,1230.1
ID_YZLW773BTIA3,329.8
ID_FL8VHWG97QTI,992.09
ID_JVLT86OR9T15,636.34
ID_NBSTAXAZ24X0,1074.36
ID_43VRMQQ5E60F,319.02
ID_HI4ACMU7M13J,446.0
ID_UI96L3AE8YXY,581.1500000000001
ID_UXRI6OXKF50S,965.54
ID_FW06NS2YA7QW,404.21
ID_RA5OO0JVNOUF,400.0
ID_EVGU94YQTZWM,151.08
ID_GHANLFEJN9UW,151.92333333333332
ID_HXBFX8X2DD7B,855.55
ID_KUNLQSF5FM19,651.35
ID_7XXH76413XNT,617.5
ID_D58TIQKQLU7Q,397.17
ID_W5CLRPVGFRKH,552.57
ID_A3Y0OIB0BE59,400.95
ID_C74NLELOCNTS,2211.64
ID_2FIGN89QV44C,409.22
ID_QN4PJSV2CGSJ,298.0
ID_V5W6AZBTURWA,409.01
ID_L6E0GOTVHSCD,623.4
ID_Q95BUWXK8RM3,140.3604761904762
ID_5TLXCFLTYF1F,418.75
ID_GLBHSYJG9S5B,1475.8
ID_3X3YHRC7IIN9,557.55
ID_5H724YS64665,894.0
ID_U4Z5RN88FCZM,606.6
ID_05TGZGOMI6MF,397.14
ID_0GCZV8RUSZK6,411.4
ID_UV06K1FM1SB5,480.0
ID_RCJZ3PORBWFV,133.3
ID_W1NL5CU9VHQS,420.5
ID_2WIYFQHMJPYD,1147.9
ID_BFFULEU6PVQ9,99.95
ID_JN31K11BXQ0E,343.94
ID_DS40FHVR9R7F,340.79
ID_DNOT9DTVZ6MQ,747.4
ID_Z58PO8MMX8YV,777.7333333333332
ID_NEYMBJKFHN1X,479.1
ID_RND7MNSA6LWV,298.6
ID_U407VXC7F9NZ,324.4
ID_ES753BBA75GB,150.69333333333333
ID_APRL4BTWWRW9,315.15
ID_S909ZPBZ39II,310.94
ID_YYFP9SWEV0U5,1205.72
ID_25EBTESPBHGZ,703.15
ID_W0W8TG7XRWE3,174.85
ID_0FU2BPIOTMVD,728.95
ID_OF817VW3STNX,501.75
ID_7QATIJ9YSL1K,1885.25
ID_LBPW7URC7BBW,503.85
ID_7WYQ81JCM9V3,163.63
ID_JGSVOGVN6522,587.98
ID_TOUB2GY1ZHXT,689.32
ID_9AJCTSUQG7FZ,504.8
ID_VKOZPEUVSDI8,705.1
ID_UG5GQ68S58OW,448.61
ID_4RB8XK2ZB1IR,808.83
ID_Z3P4T6K6P2ED,218.25
ID_VUGTKX63R5P0,393.05
ID_XMF3Q64FMLBK,507.04
ID_DTWCZ9G9C8WD,883.35
ID_0MNYHJUPIOIT,200.0
ID_ZGAL960JTO3R,556.28
ID_PK835TJNER3I,669.9
ID_KVGPYMSHB2WJ,290.18
ID_OWIQYP0I1HGW,1293.2
ID_7RS2XDILJLBL,403.28
ID_EDCLK08NMF0N,400.9
ID_97Y87C3ANP5B,354.16666666666674
ID_D3SKVOTTB4KQ,259.12
ID_APFVFYM11UU0,1815.5
ID_TAIVU9LHBYZ8,490.72
ID_NTR94XDRQIHZ,163.2
ID_8QCOFS2HXOJQ,423.8
ID_7ZZVZZH08UWF,424.32
ID_9NGVV4V11YU2,388.66
ID_5G8RKC18KLXV,1647.09
ID_BSVRMHEKDQKD,434.41
ID_6Z12209FUIAT,738.33
ID_IRBHYP3G7UXU,314.3666666666667
ID_9PH4KNPDDVWS,801.7
ID_S4G0N1TJEDUG,371.49
ID_OP7NSDQGR6AE,15.04
ID_32RIU94UJDHI,1469.0
ID_85WKQYHE0W5H,787.2
ID_2T4I23J42NUP,373.43
ID_LOJZM912S2TH,519.92
ID_FQAR45VD4PQ5,688.25
ID_RA4Y3ZL70BWO,1194.71
ID_UH3QT7I1O24Q,163.45
ID_P9OZQ56CX2YO,505.1
ID_RB24VMV9FIGM,405.83
ID_XECRIM8DR00Z,1208.01
ID_EYIQ79MA3T5E,718.58
ID_B0QBM2S1R9S7,226.17
ID_1L74BG9P0TKX,858.7
ID_141KG0TOOCJ6,714.04
ID_IMKLSNJKVI4P,267.2366666666667
ID_253P6J7D92PW,435.66
ID_PCC17RCZX06S,311.46
ID_7MUPVDZE1ZWB,1167.89
ID_O994OZU1NP7E,623.26
ID_RFVKSMVILY31,495.4
ID_MTR7TTJ5LSBE,117.48
ID_87QM8DS5HSU7,1329.23
ID_8KXPBLV53NZK,564.6
ID_LQVS4LC3YRMB,585.73
ID_ISVACTKT5MAA,391.8
ID_C64B9DUNSCM1,197.5
ID_ZXAE37OWUMFI,406.45
ID_L7Y4MKY66OSL,593.34
ID_TZ1FUOUR0Y8X,1193.0
ID_D7HMR45HU1ZW,443.3
ID_UCZXI2H7S2YD,228.93
ID_7TU75PUQP312,2215.38
ID_4ULCEP364DAF,543.16
ID_8EOY07K5LOC4,338.93
ID_NK47MAUWJ8Z5,166.1
ID_8ZCGIWU6GZLO,286.65
ID_SNIWSZ237UOD,307.77
ID_7LDSCZ2OPT0K,534.0
ID_TK2TH4JSJ1KB,156.97
ID_UUXFZKSR58SC,302.12
ID_EVACECC6XIW9,1672.6
ID_U2LSES0Y4I3C,1435.2
ID_NEGU2TDNC4Y0,117.76
ID_WCBHSOBP51H1,218.84
ID_SVRQ4NGZFMMP,937.2333333333332
ID_5TBBUKHYJ1KI,629.85
ID_4AOR8R30LNOD,440.62
ID_5XOUKBLNO7AC,526.03
ID_IQZTM1J018FS,787.6
ID_Q9VXX3O6IZOD,256.39
ID_HTEQD0S6QIB8,291.2
ID_0GFT8KE7O9RP,779.9333333333333
ID_SHFI8L6O4DQ3,699.22
ID_64MUBP88ECF6,449.14
ID_EHYBYH7QLOSL,199.5
ID_GTGEI6PS93QJ,1301.27
ID_TL9C9OJ8G68U,234.95
ID_SM1GWL52K1F8,388.05
ID_DZW8R8ONEU66,447.44
ID_HBDA4P8811S8,3413.9
ID_CJQOTSL074N8,620.52
ID_KZ0X60V9XQIG,1887.1
ID_0TWFZTV06NYT,558.14
ID_PVJN35A46C0K,495.96
ID_D732BOTXBLSI,381.2
ID_342GB00NU2X8,162.03
ID_AQUL5HCLWJPM,1162.49
ID_VU3938I1G9Z0,792.7
ID_Y2ZY2HDPU6PE,394.3
ID_SJD77GLF5ZFJ,579.24
ID_3T35R9QJBF2M,389.485
ID_NQUTMXXK59YN,562.65
ID_SV7AFMBC72LB,163.34
ID_PAPK30H37SIW,805.4
ID_URRQOVPPCBQ4,200.0
ID_CQPXYYK4KGB7,398.69
ID_RJIJXF4OS4RL,13.36
ID_APUXW8HC4K6B,1269.75
ID_61Q9C9GGPHDI,1295.5
ID_ZWZRMNC7OOCV,252.05
ID_IYKX7HR08L6A,10.0
ID_AIG281L5ZHU8,231.12
ID_NHUOZPKIO0BR,402.59
ID_LLYN4K7KIT4R,455.21
ID_0TSE5OLEV8WK,431.5
ID_H992DU9HM8DQ,319.6525
ID_UK0CBXPBQ5RY,1194.2
ID_RDPY3EBXFJ5O,1341.41
ID_5L97TY473GY5,1380.05
ID_5B1X9MC1IFX0,304.34
ID_ECWVAC40SNWB,5285.3
ID_OE87AT5TAUEI,2338.28
ID_XR12GEBM8H2K,1283.03
ID_LJ2AP4BNL25Y,459.24
ID_LH311ABG9XDL,310.8
ID_HXONOBB4HD6T,1953.55
ID_7AOOKABBB6N8,927.18
ID_Z17C9TLMF1MJ,181.75
ID_3PUBL95YQ1AF,799.2
ID_3RUIBILNO5TH,238.85
ID_9VMYZE08M98X,788.575
ID_6SDJYMNC1T2Z,29.76
ID_61DT371A8JKT,341.84
ID_R51LYLFQUFIL,579.46
ID_MJYLQ159US1Y,947.61
ID_QQHLY17D6RBD,1298.84
ID_Y84JBGTU3NGV,670.57
ID_V8BHOZICY6IF,354.8870437895439
ID_DZ1R5TGC156F,670.25
ID_UQTR8CQ5LH50,1162.9
ID_CK56LDNW1478,783.3
ID_QJGUBXWDDCRS,680.67
ID_H7YHR5OTSNS5,230.02
ID_8FRJCZZGLIRC,713.5
ID_U29DLWFB48GG,318.2
ID_W3OHI7MAVC24,130.26
ID_1ZY88AN5LZD4,421.98
ID_OC5EEB6B892L,797.0
ID_CMWPG2PIB75R,649.86
ID_NWEI411ITDHM,690.25
ID_G49PUGN2HFAD,258.6
ID_GSNP1IEZEQBC,491.0
ID_GJUS6RREHQ81,761.5766666666667
ID_7F8MCGYBVNP9,422.71
ID_0L3CDZHQMEW6,762.8
ID_WWW8P7C0BWWD,314.24
ID_K5SN27S6ODNO,791.3866666666668
ID_UFYYFX1MOUMV,393.63
ID_D0724QR6ZQQF,1638.8
ID_PMSOXFT4FYDW,5074.7
ID_SO7VGCA3U32O,566.45
ID_FRF1EVPIL6HX,779.6
ID_82CBKU1NDJ0V,1236.25
ID_RX8DANVXO123,377.1
ID_ILC9A9DN5G2Z,784.0
ID_2GDKRWUIWI9Y,132.71666666666667
ID_RBQ5VAV4DJ5G,795.97
ID_UOQYVR79LGBI,520.39
ID_K6AD8QUXXR6Y,10.0
ID_J342KZ43X2VJ,618.54
ID_XPEQ4HVRRQX3,2608.35
ID_AJUG34L464MU,584.53
ID_JF3KG0PYDKQF,1900.0
ID_L9Y3DAFA0E72,628.9
ID_E6BGEQJGO571,235.13
ID_SP088I6KHJYU,364.9511255411256
ID_044M7JJ7F7ZH,803.7
ID_FWCKHCWUI2ZA,312.29
ID_RYVNAORY2187,220.82
ID_AKABUF8B09YM,703.6
ID_S2JJQXZHA1AS,439.3
ID_4QOOOG43P1EL,1167.6
ID_X7Y0DSAFDFLN,735.75
ID_HBHBHNCY4HVH,379.4
ID_BD6WGXMV0N9M,410.16
ID_L96Q9Y8ZKZ8E,1249.34
ID_THWRW6UMVR43,329.37
ID_BORVFDCCKT0H,768.75
ID_2L25K22ZLQPZ,383.04
ID_YUL27A9GYMND,162.9
ID_8MKACM85VSCS,2646.75
ID_4060CUEUW7HI,328.9799206349207
ID_Q0SM7VK3YP8B,91.22
ID_KFDMKLKS776M,421.0
ID_JFSU9KK3JSCO,1531.65
ID_YDVQY6M9SDE1,283.55
ID_24UQHTEAU2MZ,411.25
ID_SGZSFYIOBIN2,583.86
ID_JNBPHXXIFBMH,320.86
ID_ZDH7Q9PB2ZFC,394.75
ID_Z8L5CROZXDD9,788.36
ID_BFWA63TCREXQ,319.0
ID_M3DHWRLA56N4,1337.48
ID_7QNMKE9U82HO,1074.31
ID_75A7EFD9RIO4,135.68
ID_ZGRBK42R4LAE,326.67
ID_E69IMEJ5DN9Q,399.56
ID_9GU549TH7ZK3,1017.5
ID_32IOWXYS1DUU,172.6
ID_055AL1ZL5ZQ3,99.8
ID_1D24WF1F56XL,201.74166666666667
ID_C8563RHWH4R1,377.27221153846153
ID_FWYXQF7RP0NA,608.64
ID_RUQF0NVO7GUP,96.65
ID_U51NJXF1ANRX,300.77
ID_52E5N2X6YPZC,395.25
ID_5605KFWD5KLI,550.63
ID_RP1T12JOZ0W5,389.6
ID_1NJF183VW7MV,12.98
ID_YBW0BLUZSB09,492.41
ID_EMWY1EBQA2OW,4.0
ID_PRZUQ2CC6YQL,763.74
ID_DR9MHVZLS2J3,421.07
ID_F9Z4KJ1ATXQX,440.76
ID_1IEQS1MMJVNU,1402.25
ID_Y5OJFJ4ELKBO,3254.2
ID_OYZLWHPXC232,118.5
ID_RIJPB9ZK7QMJ,318.23
ID_5YLAHA1RPCLZ,563.17
ID_7YD43YGQEHAG,159.88
ID_Z2128MPPJH3I,291.33
ID_6E9C80EV7UVB,551.02
ID_V292OF4LJFY6,493.23
ID_GZWEN5J0753A,165.1
ID_DZJI74TH27S2,685.26
ID_VB20G3017OT3,1643.3
ID_PFR5TR9NSJ44,3609.15
ID_CGEMGXF9GKAN,791.9
ID_UQN5YELSPFW4,608.16
ID_9KQ04PBVJQ2Z,489.14
ID_4XS5DB6R0W1W,3198.0
ID_0LIP6T5ZSM47,780.63
ID_EKT3T87PW61E,407.55
ID_8APYWALBVJJG,1532.7
ID_IZNAGRDXI416,530.89
ID_O8JW768V2WBT,815.6
ID_QB1EGGOG4PKU,385.3125
ID_QL474TRJZ4KT,292.0
ID_JS00JMA9OC55,136.19
ID_KX93WT2WM8KI,407.89
ID_88T4KAWBOXD2,908.55
ID_AYEXJ449FHYB,235.18
ID_WAMWUG0WHB97,1160.9
ID_MNSBZZRLVYAB,528.5
ID_NIO4I0V8DWYJ,100.55
ID_NIZWE5DL0ZEP,836.6
ID_9NCKQGLK3SD9,352.12
ID_5OSGLVZW9D29,833.8833333333333
ID_6XPJZR8ZCIC2,321.55
ID_IY0SP642OW24,707.18
ID_RIYH64Y97QRK,501.43
ID_XSP6B48LKWT8,399.2
ID_W753O33BW3BB,422.97
ID_RWJ0XTITY982,1947.4
ID_EUEIBIX6TBO2,381.25
ID_WH5AACW8DNG9,242.08933333333334
ID_NKCHBHQGHFQJ,406.35
ID_55LF7DAPVUM9,389.08
ID_QCVF1IC80H55,314.9
ID_TTYI3X4FHRSK,588.22
ID_FAVZ1A7JE66Y,196.26666666666668
ID_K3QDY7VQTJ4Z,407.79
ID_SXVSUXY5UZAB,184.22
ID_5K5QDTT6M6RR,948.9
ID_LVWYORSZVO3S,238.55
ID_6ECLIA2352NF,166.18
ID_W9B36B5RXLXB,1401.35
ID_FBND5TKBJU4V,273.15
ID_IEG1EPIW3QJE,336.1
ID_XBAKEC3FGVOI,309.61
ID_YX1YSBJPV00F,235.96
ID_CNJ0199EZ0Z5,244.99
ID_9HZRXVLF8O7Q,397.57
ID_N8DOGSGMLEEF,396.74
ID_QTT6DFO6C20M,169.07
ID_84TIYB63GU2Q,149.09
ID_I13964DD6KTD,400.1366666666667
ID_31NJ27Y0VJFL,250.36
ID_SFCM114U57TL,202.95
ID_JO7PGDO0GSL6,612.0
ID_GL342CDVL9P5,399.91
ID_89HGYIT9L72K,513.45
ID_GMN55BKSKYR7,1270.2
ID_IPCZ9G8W2MEV,884.42
ID_YTTWCTKL25FS,758.2
ID_RXK77X7AJU1K,541.81
ID_7DF2UHVO2YDW,706.93
ID_S8ILQIMNR33S,870.4066666666668
ID_9CZKHNKM1I86,479.41
ID_QV0YP4S4M4EW,392.74
ID_6NW6LZZP4YSO,960.15
ID_11VV8EJUCW0H,3086.85
ID_12B9ODTQEDJP,400.0
ID_O9F0DSRI883S,372.89
ID_UGZM1YTX1O1E,442.2
ID_K9QDUU90W0VF,525.36
ID_NSYRKSMPHBU1,834.18
ID_VTPNQBR81BM9,388.96
ID_39OMID9QCOG0,399.95
ID_1PEZ9AQEX5YZ,2876.46
ID_KMV01O5FI1RE,195.3
ID_D8YY9UAL3DUU,1092.85
ID_MK1LEGI0K09C,670.51
ID_SIGZ0JBXQGOV,253.85
ID_TVKRFN7WM03R,237.42
ID_0BEO9O1TBGD7,394.36
ID_0LAUIA0BNIC1,307.63
ID_J3ASN4NEHJWU,495.76
ID_E0C4Y5E20718,813.03
ID_42C9CZBA94GA,242.11033333333333
ID_YR8ZM2POXIMW,235.75
ID_CI5T4HTPFSD5,2375.05
ID_A43CG1H8ISRO,385.35
ID_3CEHUW3S0G0K,861.0033333333331
ID_TXB3AVJR817F,441.8
ID_EARHOHWMJBZN,807.85
ID_3VLU0ZG4HZCJ,356.35
ID_BXY0XWQ3PB64,988.8
ID_QRR9XFG9T842,601.93
ID_EUX6TSC8JHCM,401.48
ID_QFOI09YR3VXI,441.26
ID_YV25FQOXZ8MV,4.0
ID_7FQESEUZAD3Z,322.7
ID_CNWL7DTP3YX4,414.45
ID_T55BT4VODB0E,134.72
ID_RV1AQV8A2YO5,1033.4
ID_4LD71OA2HWJA,440.65
ID_MURY55Z0UGAN,336.75
ID_N2FMG5146H3F,232.5
ID_UTINEMLC3YZ8,397.8911111111111
ID_2YV5CPEX8PQX,1056.47
ID_G04CAJF9PJPJ,410.35
ID_VQQC20SF8PFA,297.84
ID_XLERVZJLB89L,386.19
ID_55VQDPWDVUJN,1196.85
ID_ZQ8CAFATMFQ4,205.9
ID_G0F3TN5NG6BH,225.65
ID_PF85WDFZ5SIC,514.25
ID_LPA096T2PA37,389.07
ID_TOJV71OD5IJA,504.0
ID_OC71Q8G1PU9X,562.22
ID_ALXWTRGLKYET,458.2
ID_L25QRS7Z1I48,585.31
ID_ZJX6UR06AOQN,150.54
ID_J18Z7G8MKNNW,823.0566666666667
ID_A1FRWN0WLOW3,563.0516666666667
ID_1WMN80LOMPYX,651.61
ID_PN8SLC70UAFU,389.0
ID_Y0VLNN9FFCDB,1147.8
ID_KSNG2EHQWVN2,2090.2
ID_6W3UCOWAIKFY,278.95
ID_SAMIPB6FVS35,679.05
ID_5XWLZR0M55MG,648.78
ID_XS38KEFXELD5,435.5
ID_59TDKRUHGJTU,461.1
ID_LA52IZ1MKC63,104.36
ID_HUS8E1K54UTE,664.22
ID_I13GK4NJXW16,1259.55
ID_VNANLNWRQBB6,413.13
ID_S9RY48JU1EY7,600.9
ID_4STCBR16P9VP,968.8
ID_8975M70FEDGV,1352.65
ID_DUBR80BZKU6Y,299.57
ID_MAEEJ3FRNXBQ,316.245
ID_H4AAIXVXUTIW,1563.85
ID_9O8JMRL331Z1,228.51
ID_NGSCERQ2QDX4,367.33
ID_6LCF9GFNTUHP,396.97833333333335
ID_P1FUZAFI9H4Z,749.69
ID_98FVLR8JYSIK,861.6833333333333
ID_21Q3Q5YNLZZX,664.72
ID_PBBKRFRQIL4M,306.65
ID_XUQ4DJPJN922,391.4
ID_XN9SQO2E71Y5,335.69
ID_16EL4RBE07V4,478.7
ID_J9A3XKAY092U,445.04
ID_SI3U6TVMFSLR,1898.38
ID_MZPNEAO40UOF,626.96
ID_JMOP4XUA0I7Z,402.82
ID_3K7O1OS7SC87,763.33
ID_1FKKC1Y469H8,480.0
ID_KLWMKKI8XBMZ,412.5
ID_INV1UN5XSNO4,391.61
ID_FCP0ZRWKWL2B,390.68
ID_L7DSNSBA5RQQ,243.95
ID_SECEK6SG1NI8,2258.55
ID_ZZH6SDGIBPVQ,752.9
ID_NKCBC5AYF2O5,875.1533333333333
ID_HCUH5OSOLYNC,476.29
ID_P2YVKXAWU6J2,705.92
ID_H5DAKY1IT85H,1137.89
ID_FN2NLEWDMB6D,326.7
ID_FQRTZI314E4V,3133.8
ID_605VN4QHNIDI,396.67
ID_J9MMOAJFJ2J9,431.09
ID_2N51RJM7IWTE,451.65
ID_G7LKS3J2NRV9,622.48
ID_B75HPYZV9PLR,801.95
ID_IJFSC215A8T5,239.52
ID_XUJ8JAS1QTG5,87.84
ID_OC29SB0GECK9,393.48
ID_0ZW1XY8NZ5AA,80.6
ID_XUYVTZH1U6V5,667.5833333333333
ID_TUQ7O8VZEO8Q,1247.93
ID_XL5X7DAJMM1B,402.59
ID_6GOHOWR9UQEB,566.75
ID_OSG7JPS4CTQ6,600.55
ID_TYWY3ZJA2J5I,1960.95
ID_E8R8OU0PL6KU,928.65
ID_NVSZ1QLGBUT6,308.6
ID_B6DWB2FSMPKC,348.31
ID_P0UJZBSPVHUE,1377.59
ID_O9LKW41W3CE6,233.43
ID_APVY0ZAA2T96,309.35
ID_DXH0G1YZBCCY,694.64
ID_50FMQ8VLWTYD,1143.3433333333332
ID_MPXG6OFK28RA,1179.7
ID_KO5Q9YHKSLDL,794.2
ID_5RN40WEWP1EL,741.46
ID_C22JIXZIZSL4,283.5
ID_9DQB1KQZBTV8,283.75
